GHI,Gen
402.000061,123.4830254
347.3186035,110.0365414
290.0302734,71.40529715
238.667099,79.03746316
179.5991364,52.4056377
125.319458,27.66056034
72.67857361,16.80402169
27.10934258,6.182456526
0,0.77084644
0,0.008575164
4.668951511,0.153907629
22.01730728,3.291652039
54.66373825,11.84659091
115.986763,22.00350254
167.9611206,43.56752498
222.1746216,68.3207115
281.118866,85.75280411
334.7444153,101.587563
387.4009094,115.2489885
442.6721497,128.1034176
488.490509,139.402423
534.4068604,149.232053
577.666626,158.0960668
615.9628906,163.8017922
648.1640625,167.8105667
679.7493896,171.1646
708.3499756,174.0714637
728.7870483,176.329987
747.7770996,178.1335099
759.2926025,179.3367694
765.0869751,180.2292024
773.789856,180.8572155
769.0736694,180.4809737
765.3936157,179.7648537
754.8007813,178.5969283
747.0732422,177.1798939
727.578125,175.3476553
701.6081543,173.2861898
672.6130981,170.5354788
640.2911987,166.9986526
609.2938232,163.3842941
571.7862549,156.650237
530.8825684,151.2063279
485.5319824,145.3720144
438.3345032,138.4546431
386.4777832,131.2065982
332.9348755,123.1417797
277.6503296,113.636766
227.4751129,103.3920711
170.7346954,90.25122021
116.2834167,73.58743719
0,0.097807319
0,0.101175003
0,0.116274987
0,0.103137498
0.219007239,0.122200001
8.263414383,-0.095187544
24.08136177,1.317962519
39.09386826,5.742312625
36.94176102,6.610212655
55.43138123,10.31346295
238.2545624,24.8878008
271.2200012,76.52090578
308.2276611,90.66226264
366.4090576,103.2483169
354.5480957,110.3539063
403.6516418,115.2812408
397.6986694,110.4933897
228.79039,85.62665273
463.1520081,98.52535224
460.5705566,89.72577543
368.3848572,90.08007785
529.5636597,121.0559509
450.7198486,143.6531335
395.361145,65.59807729
307.2574158,61.62996495
408.9614258,75.58666543
388.4475403,96.4275644
267.5634155,46.9766762
276.1949463,61.84746297
304.3033142,59.00000089
244.7133942,51.81853848
262.6679077,49.3921265
297.0158691,53.96802756
274.8406372,58.60583922
244.155777,50.37778882
185.8661652,42.69760166
170.1359558,32.72462507
155.2796936,32.29568856
116.4855957,24.85041338
101.8930435,19.65227493
85.30417633,16.06850028
64.099823,11.51854989
38.35305405,7.201137741
23.36493492,4.259837633
11.24541473,2.485937607
1.441026211,0.168512492
0,0.065599978
0,0.006149989
0,0.098387487
0,0.107124984
0.228462353,0.110974996
4.348415852,0.046062525
7.129912376,0.051299995
14.27704906,0.803350042
25.91577148,2.698662646
43.42831421,5.742925327
89.71378326,12.65261296
132.5071106,22.64052579
159.7876282,28.6498393
154.9458771,37.52411379
148.7571106,27.25073877
178.3151093,29.57407595
217.9169312,40.19056319
296.4144592,55.17950263
411.7565613,75.40226389
646.5915527,175.438091
692.0593262,149.6794904
727.4315796,99.8970566
419.9170227,97.30809154
816.9113159,145.6401622
433.7319031,151.2105168
656.6102905,119.9224528
643.7296143,163.9921648
346.7735596,159.5648817
662.1229248,140.3307428
549.1497803,153.7122133
611.4105225,143.6258428
546.3762817,148.6425492
507.2570496,141.2556275
473.1366882,133.8192054
435.217041,127.0774148
401.9117126,117.8245814
364.7118225,108.4918905
320.2482605,97.3470399
273.0104675,83.13407782
224.2557526,68.7100168
180.1802979,51.22640137
135.261673,32.75653743
95.4029541,22.54353893
60.00279617,14.53290049
28.52915382,7.297625255
7.298383713,2.345337612
0,0.098887483
0,0.101949994
0,0.091949993
3.318967342,0.154400062
18.86348915,1.56230008
38.4890213,6.502737637
89.68320465,15.3679004
136.0806732,24.79418776
187.0288696,38.38056521
245.636673,64.46025241
293.8599854,88.34096508
342.0963745,103.9463923
390.242981,118.0013553
432.141571,128.2828283
474.1295776,137.8405144
506.03479,145.5835538
537.7648315,152.5736654
561.9123535,158.4614154
596.289917,163.7720272
618.1134033,168.806947
637.7937012,172.9823734
659.1744995,176.8271347
669.6772461,179.820703
669.4370728,181.3012946
676.3515625,181.5122105
670.1698608,181.2987899
662.9447632,178.4692628
651.87146,178.0744452
633.9503174,175.42329
614.5407104,171.2969646
590.0471802,166.9433928
560.0385132,161.2556194
528.8283081,154.5748966
493.3245544,147.2303022
454.9146423,138.7757053
401.2735291,128.0301677
362.0403442,116.9978067
309.9865723,100.3874901
262.31427,86.49063993
212.1887665,64.20271589
164.2149353,40.51890182
115.1169891,27.09842548
70.76863098,18.085751
35.0013504,9.267113028
8.479885101,2.755437685
0,0.088075013
0,0.10141248
0,0.100924959
3.339156389,0.104124991
17.12717438,1.600212562
37.15213776,6.036725175
72.11859894,12.31066267
113.3094406,20.02842579
158.1938782,30.20681395
196.9122162,46.99903994
241.202179,63.00412706
286.8334656,76.82935111
339.3087769,91.42087716
377.5707397,103.857517
422.4686584,115.9555264
463.6251831,127.5612164
499.3684998,137.20383
528.5001831,147.8427962
554.7814941,152.9924525
578.6486206,157.6845557
587.4713135,159.9736009
612.6989136,164.3921165
610.9998779,165.7124588
646.4031372,167.2912958
633.1115723,166.3862023
621.3514404,164.5016674
597.0809937,161.3083254
587.9629517,158.7655688
576.8512573,155.0967145
560.416626,147.0805457
533.9437866,144.2845383
501.7780151,137.5349319
467.244812,128.5572293
429.1803589,117.3183036
355.3170471,105.9139758
332.8047791,94.49277549
288.3833923,83.45205274
244.8399658,69.40448976
205.862854,55.70490125
160.1693268,41.23973856
115.7254868,26.53231308
80.40451813,18.411588
51.87694168,11.903988
26.23406982,5.911112668
7.585181713,2.031637546
0,0.099374992
0,0.109062481
0,0.097987499
0,0.094412516
0,0.102524986
0,0.096600006
3.016653776,0.063937556
16.0136013,1.122700042
33.80982208,4.763125218
72.35865784,11.18608808
111.3720627,19.40150026
156.7202759,30.34785148
201.167923,48.77311267
246.1146088,65.95285141
282.3884583,78.27896127
327.1867981,90.37133984
374.6392822,105.2149631
417.1913452,116.4151398
445.6555786,122.605028
481.4452209,131.4549546
520.5085449,141.6183941
556.1239014,150.7292336
584.4539185,156.0569332
597.8895264,159.1759428
608.4851685,163.8303799
626.6159058,165.6620923
631.9287109,165.2926421
630.7286987,164.2170905
621.5616455,161.6062172
607.137207,158.3875144
585.1328125,159.5586187
551.045166,157.8059126
534.8668213,154.1358923
537.1123047,147.1737256
510.6484375,145.15053
492.8250122,138.196204
442.834198,126.2937813
404.5079346,113.7179054
362.6999207,105.0431779
311.5269165,95.62479066
267.9067688,78.34707556
213.594635,63.23701177
170.8864594,49.00287672
139.9466705,33.67350068
101.3055191,23.76275147
62.32780838,15.58000047
29.15926552,7.958987687
7.209089279,2.672950124
0,0.082474974
0,0.109374996
0,0.090374971
0,0.096812496
1.691578388,0.010787504
14.53426552,0.989825034
32.55768967,4.636687678
64.74866486,10.45105037
99.40177155,17.83473808
137.208847,26.60205138
182.8282166,40.88131488
226.2503204,57.76606494
273.7903748,73.50842608
320.5650024,87.23453825
360.8709717,98.63086702
395.2286377,108.6898928
422.6056213,118.7690675
466.6576843,127.8287831
495.5792236,135.4486923
530.600769,143.2262391
550.9945679,139.5149455
564.0247192,152.4744553
601.1003418,157.4666916
598.3335571,159.1396677
598.9434814,161.4209176
573.859314,160.9213402
539.1331787,148.6131028
587.0281372,162.9972179
583.7313843,160.33598
559.5631104,137.394016
555.5563965,114.0949955
511.6647949,145.2128801
468.5755005,138.5386269
470.5328674,133.2370691
430.1498413,114.5356401
398.3012085,116.1894651
368.3195496,105.2816389
327.0587769,92.64297773
271.4682922,79.03654047
223.0106812,66.61786496
183.5331726,48.97767685
138.7902374,31.98128884
100.6422119,22.5344011
62.61582947,14.66163807
32.49417496,7.463187619
8.681786537,2.462162613
0,0.006412484
0,0.075562488
0,0.081387489
1.916089773,-0.084325004
14.93283176,0.916775017
34.70438004,4.603662701
68.4397049,10.79097533
107.4752197,19.58295052
148.1978455,29.54556351
191.0758514,44.71510099
240.0983734,61.11556252
288.7172546,76.5437784
332.2369385,91.84541475
370.9085388,103.3568541
421.6490173,115.0748391
454.7116699,126.3796919
491.8214111,135.8083269
519.727478,143.4351812
536.3579102,149.8540002
560.9313354,155.469656
563.4197998,160.6408183
624.6848755,165.6767466
619.7045898,169.0463555
646.3952637,171.9286449
629.0518799,174.0140136
680.5622559,173.2667941
658.5489502,170.9501399
631.9804077,169.9143458
622.3552856,168.848821
644.2913818,161.5530822
580.9735107,161.103967
563.4055786,155.5418771
527.8272705,146.7523155
484.906189,138.9014097
437.6618042,129.3322189
384.8371277,117.1565124
345.6356812,104.5859786
286.3377991,89.92921583
235.5845795,71.64975262
186.1433105,51.75721346
139.9623718,33.36146339
94.5703125,22.39021308
59.69124603,14.21370023
30.52547264,7.339950161
8.27996254,2.683287598
0,0.124474982
0,0.084649989
0,0.093149986
2.148139715,-0.12320001
15.73947525,1.160912528
35.24659348,5.471175146
77.3272934,13.49766293
119.6735992,22.95056268
163.8011322,32.27660104
208.1400299,50.08727727
254.6037903,70.13841254
298.5801697,85.42860307
343.4004822,97.81122792
391.4663391,110.7656905
432.6365662,122.2008169
467.7974548,132.3667389
500.9625549,140.322454
532.7194214,148.5029786
558.6869507,154.4366815
584.3638916,159.3375036
599.9743652,162.6022608
616.8131104,165.990382
629.9786377,168.288021
633.1641235,170.86298
638.0499878,172.3738033
648.852356,130.6128031
634.6097412,173.9351025
641.0546265,131.6565132
638.8366699,173.1998912
616.0758057,168.0525554
588.4718628,164.3074421
559.137085,159.7084795
511.6672363,153.0401921
476.5647583,143.6040555
439.1133118,134.3016814
400.1983032,123.6174933
357.0871582,114.5206284
306.1081543,100.596453
265.8717651,86.79922753
216.8619995,63.70673769
167.1688232,40.25892622
119.6843643,27.86252584
75.96077728,19.18203779
37.9459343,10.4679627
10.04419994,3.15042511
0,0.060349958
0,0.110824988
0,0.081924991
0,0.079812484
1.787912011,-0.156687519
15.3949852,1.133012513
32.75545883,5.805387757
86.6431427,15.62816295
131.4567413,25.02201319
178.4445038,35.32640005
226.8595886,56.42465111
276.6228027,80.96697729
323.5482178,97.28942637
370.0284424,110.6622433
415.0810547,123.4657789
454.0428772,133.9930662
494.9687195,143.1451148
525.2424927,150.7004032
559.281311,158.52719
577.0681152,165.0198714
605.8630981,168.7062903
625.4354248,172.3066408
637.9375,173.9370967
653.052063,175.745797
656.5805664,178.7730915
672.7507324,180.4291282
661.4439087,181.4891223
662.5968628,181.4663206
636.9252319,180.2040538
635.2338867,177.1492189
612.8745728,173.8224294
592.192749,168.7208639
563.6253052,161.9373379
530.0442505,156.3127338
497.3106079,148.3518545
455.6648254,139.5675461
409.1504517,130.7030991
372.9047546,120.5577169
320.9875793,108.3256506
278.1342163,92.26548979
225.8135529,67.8161659
177.3066711,42.65475125
125.2069626,29.62481367
80.27518463,20.4124383
41.96130753,10.80253796
11.18576717,3.324000072
0,0.140637492
0,0.09633749
0,0.084999977
0,0.090799958
0,0.085287471
1.711812377,-0.193362544
12.77837372,0.913050047
31.26314163,5.248350023
80.35700226,14.17631269
125.9710312,24.13583856
170.0896149,34.15610104
219.9849701,52.40691412
269.4734497,76.67577643
316.9117737,94.73141428
364.199585,109.1562522
410.7874756,121.2276159
450.8819885,133.0704245
487.8934021,142.9823421
516.7297974,150.0416018
549.8226929,156.731742
575.3780518,162.6990842
594.2715454,167.339506
604.1598511,171.441583
637.5778198,174.6165589
637.644165,176.7662657
655.3026733,177.1989964
672.8085327,178.774384
643.9613037,179.3330867
659.9899902,180.0818065
640.9240723,180.7315132
647.2788696,176.9609568
611.8704834,172.8258702
607.2276001,167.7915023
551.5131836,164.7250204
529.3632813,157.5925066
491.1314697,148.82833
439.3853149,136.835921
399.3147583,127.4396299
360.3278198,117.0403662
317.3117676,104.3511285
267.793335,88.98729982
213.2194824,65.71572573
170.9753571,41.74967536
121.7623138,28.94256339
80.50349426,20.56423865
43.92015839,11.25735052
8.347263336,3.210775104
0,0.014974969
0,0.084862493
0,0.08855
0.965341449,0.169750006
12.33626175,0.860862516
29.46977234,4.96936272
88.52257538,15.72187532
133.2493286,25.76880085
182.9502106,36.21682627
233.9312134,57.29212553
283.5577087,84.59298895
330.6003418,102.7609414
374.7913513,114.5019946
417.8992615,126.2361521
462.0711975,136.4267144
500.6630554,145.8874035
532.5300903,154.0760717
560.3847656,160.1873087
578.8059692,164.7803879
607.2062378,168.0507555
611.2479248,172.4945541
623.8942261,175.0092893
653.0925293,177.5488438
641.4804077,178.3892587
653.4249268,178.163456
634.3786011,177.2634538
643.2392578,177.0724228
652.4439697,176.0583678
623.4779663,175.2012281
603.5292969,174.3156564
579.883728,171.0539856
531.0056763,155.5664368
515.3515015,157.7551925
397.5695496,127.1171041
434.9007568,138.3669704
365.4577637,126.7373541
304.6149292,108.4184774
286.7293091,98.33470246
211.8139038,71.74407465
242.6933594,66.65496316
194.8063049,40.67023829
112.6793518,27.37766308
59.25287628,11.02803789
27.41116714,7.615212616
8.449561119,3.089075083
0,0.045637474
0,0.049875
0,0.066087498
0,0.066774981
0,0.067062493
1.195576668,0.028349983
13.28990364,0.8179625
28.82590866,4.873012703
90.63420868,15.075563
137.2045135,25.08845038
189.5371704,35.87863888
237.7535248,57.82371552
286.754364,85.56625522
334.0188293,104.1315535
377.7819214,117.9650676
422.6099548,129.6228902
464.7598877,139.9394788
505.7660217,149.250462
538.3366699,156.9346296
565.6199951,160.9547514
593.0095825,169.7126917
643.8111572,174.7341789
643.9873657,178.8065923
652.5974731,181.8086007
666.1792603,181.7410474
678.0502319,182.9332183
677.3139648,184.0945919
689.715332,186.4374334
683.9360962,186.5047773
698.9747925,186.5857737
742.8925781,183.5124982
625.8883667,179.8746326
595.520874,172.4387423
572.7683105,164.9504643
536.3864136,158.4271906
497.7850647,151.8916312
467.1999817,143.7799774
422.6131287,134.1136442
379.813324,124.3632017
331.4454041,112.8995892
282.6806335,97.36805467
233.0835876,71.19538937
182.3769073,35.77590089
130.4513245,30.63923866
85.18976593,21.39072593
42.85865021,11.79972521
10.93635941,3.516962449
0,0.128862491
0,0.056462488
0,0.066787496
0,0.075949996
0,0.074524994
0.953172445,-0.161787517
13.88712502,0.637812536
14.64621162,1.83171256
26.4016571,2.843250078
57.5870285,7.402737541
195.6793976,37.09396279
209.1007996,42.76638805
260.9383545,66.48695295
429.1147461,80.34861359
475.6574402,84.45312503
244.2561035,68.49475038
228.6888123,47.83798911
288.6859741,56.27629042
206.1168976,50.66193889
158.6884308,33.52663808
157.247406,53.80102663
554.6217651,170.8615411
597.3546753,88.5685656
387.4721375,124.3408901
375.4993286,81.66120466
319.7391968,129.3041611
688.633728,174.2919659
338.1495972,152.3877694
583.4699097,176.3394055
633.6592407,163.4922434
608.7182617,170.156349
589.0664673,166.5715913
568.1210327,163.0944901
544.751709,158.9740828
506.7566833,151.6045075
483.1869812,144.9947137
451.4544373,133.1390018
394.1151123,126.3716169
354.9496765,112.992265
319.1937256,99.68825031
258.6641541,83.6574524
212.0886841,60.34323878
159.1962128,38.64586356
116.8729401,27.164889
74.41465759,17.9175508
38.78577042,9.808800322
12.62846565,3.371950179
0,0.20131249
0,0.030849981
0,0.075449982
0,0.069612495
0,0.056599983
0,0.068474989
0,0.069000004
0.00883131,0.013712489
11.14747334,0.458012496
28.770895,4.253175125
70.96261597,11.93863788
114.1282272,21.50821348
161.204895,32.18588914
208.6061707,48.02191387
254.7565918,71.22545
300.4777222,88.87885478
346.4938354,102.6579023
388.8641968,114.8139156
428.5389709,125.416504
464.1925354,133.9659031
498.077301,143.4548665
527.9219971,150.4587418
555.0120239,156.2435276
577.1619873,161.8497851
595.590271,165.3381971
616.0258179,169.4875728
631.8291626,172.6249289
642.2067871,174.6703004
637.0192871,175.5093574
647.8779907,176.5694755
640.3032837,177.8817655
615.7457275,175.7360935
604.8150635,172.1086266
583.1206665,168.4310559
572.8019409,164.8172419
529.6073608,158.8936715
515.8782959,153.5538716
484.2175293,144.861944
460.7336731,138.1011005
411.0205383,129.5935366
373.7245789,120.9460168
328.2500916,110.1212031
275.5751648,92.70918922
227.040802,67.8352388
179.0968018,43.55866358
129.7980957,30.64261231
82.80358124,21.22993849
44.65428925,11.93635026
12.87606716,4.105337501
0,0.092912485
0,0.002549988
0,0.070912493
9.496965408,0.185424988
27.88577843,3.508637568
65.30075836,10.01038802
104.0604172,18.94373794
145.5763092,28.16773889
187.2950745,40.47620099
231.3975983,58.01143802
278.9643555,75.11109007
326.2446289,87.74961227
364.5895996,100.7611028
408.4002686,113.8263914
442.4187927,122.5892632
482.9294128,131.2318743
518.7947998,140.4366176
550.3605957,146.7492507
564.3398438,152.8892839
597.4294434,159.7026563
610.526001,164.1388088
642.0401001,168.9300178
594.0234375,171.3513699
620.666626,173.7748425
610.3950806,170.0515921
634.4099731,171.3679826
613.8395386,170.4302107
601.4961548,162.6893815
588.4019165,159.3940412
546.862915,150.1902071
514.9099121,146.1860284
497.4031982,142.1157029
450.5872803,131.1101124
413.2358398,118.3152427
354.8545837,107.4113258
307.2204285,92.7409788
261.1288452,81.20805238
220.5014191,69.53351246
188.8506165,52.03510284
145.8286896,35.74183914
104.8753738,25.17592594
67.60946655,16.86797554
34.47336197,8.993125307
10.80835629,3.283662627
0,0.142137511
0,0.041649982
0,0.063537479
8.915533066,0.193050002
27.6849556,3.497287542
60.07506943,9.648650486
94.84046173,17.86521348
139.5418091,27.15673862
184.948288,39.76810197
227.6404572,57.95556312
275.0071716,74.67150333
324.9881287,90.8060286
368.3708801,103.8705637
409.7658081,114.9923288
454.4696045,126.4831947
495.7077026,137.0968806
526.2052002,144.4769428
550.1821289,151.0544314
580.0070801,155.5839918
623.1890259,160.9840315
622.0719604,166.4297801
648.3150024,171.8811556
651.6984253,173.4112511
633.5667114,175.5249157
640.7769165,175.7770652
625.99646,175.9987607
623.4272461,174.815995
619.2263184,175.7014557
610.3490601,176.3999528
574.5921021,170.7678264
542.2463379,164.4946558
527.2849121,159.4240596
514.6740723,155.4863037
466.1977844,144.2812612
421.892395,135.0488254
371.0693359,124.5430546
333.5231934,115.0006165
292.7759094,100.8885155
245.8005371,76.36449174
202.3008575,49.13988938
150.0693817,35.52033799
56.30183029,17.98166326
44.62166214,10.57675057
10.93912983,4.059050225
0,0.333137481
0,0.061399994
0,0.070537493
5.16829586,0.130712488
11.80820942,0.662550002
56.43200302,8.270537919
93.53864288,17.10230028
136.5883942,26.42861315
181.8424683,38.5140255
235.5124512,58.20958982
271.0871277,76.94042708
331.0874329,87.32993837
376.8457947,101.6240525
384.3580933,112.8499788
458.4651794,127.8526257
487.4611206,136.5894031
535.1868286,134.4127554
563.3944702,154.0751312
584.3585815,162.4207785
614.1384277,169.0141648
625.4400635,173.4105003
653.7576294,177.2336932
674.7802734,178.8589532
741.7312622,114.177142
701.3081665,190.9834435
644.2176514,183.2024063
651.1548462,179.2051829
666.1851196,174.5907656
630.473877,167.1491015
570.8046875,157.9910513
542.1378174,147.2671442
506.9541626,147.2565463
483.6491394,141.97934
450.9804688,134.5964631
416.3288879,129.1472884
375.0666504,118.1514158
335.5278931,106.9334651
273.6326599,90.4149666
228.3152924,68.86447613
184.6888733,44.61557643
134.8725281,31.81365011
87.10362244,22.23238839
46.57294464,12.41333772
14.66890717,4.128837662
0,0.220574989
0,0.07369999
0,0.074624975
9.348031044,0.222924993
25.3704834,4.009412669
78.4171524,14.07960064
126.9563599,25.10465056
179.1474609,36.33528877
231.5541077,52.75520195
280.9621582,80.28312643
331.3735046,103.9941162
378.8309937,119.4774168
427.8938904,132.4236171
469.8263855,143.3807713
510.6893005,152.7259034
550.9962158,161.1859677
585.038208,168.9356865
603.9240112,174.2446645
647.4997559,179.2197266
663.5977173,182.8683412
684.0341187,185.7785035
702.8233643,188.0013937
697.5675049,188.6752044
707.1247559,189.3272419
694.437439,189.4141806
686.6732788,188.4536121
688.0159302,188.337454
656.6798706,187.1292532
665.4372559,184.5937216
625.7467651,179.7332893
606.484436,174.4053607
572.3330078,168.0775934
531.9433594,160.8842668
494.1241455,152.7841666
447.2366028,145.3300685
404.0769043,135.6635402
356.9616089,123.1234923
301.7662354,106.7186154
252.1523438,78.63735463
198.5908356,50.00686406
150.9505615,34.74268923
100.3852539,25.57055107
53.85953903,15.47696273
18.17490196,4.444612674
